--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
317,Andrea Masiello,it ITA,DF,Atalanta,32,1986,24,22,1836,20.4,0,2,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,e0314d87
318,Luca Matarese,it ITA,MF,Frosinone,20,1998,2,0,16,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a6fc1a22
319,Alessandro Matri,it ITA,FW,Sassuolo,33,1984,19,6,603,6.7,2,0,2,2,0,0,3,0,0.30,0.00,0.30,0.30,0.30,Matches,58d97e77
320,Federico Mattiello,it ITA,MFDF,Bologna,23,1995,17,16,1333,14.8,1,1,2,1,0,0,2,1,0.07,0.07,0.14,0.07,0.14,Matches,fba81826
321,Blaise Matuidi,fr FRA,MF,Juventus,31,1987,31,29,2418,26.9,3,2,5,3,0,0,5,0,0.11,0.07,0.19,0.11,0.19,Matches,c0cddebe
322,José Mauri,it ITA,MF,Milan,22,1996,5,2,208,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,644faf10
323,Stephy Mavididi,eng ENG,FWMF,Juventus,20,1998,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30144daa
324,Luca Mazzitelli,it ITA,MF,Genoa,22,1995,10,3,323,3.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,dc61b402
325,Ibrahima Mbaye,sn SEN,DFMF,Bologna,23,1994,23,22,2010,22.3,2,0,2,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches,cfbf9881
326,Levan Mchedlidze,ge GEO,FWMF,Empoli,28,1990,11,0,208,2.3,0,1,1,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43,Matches,54ab361e
327,Iuri Medeiros,pt POR,MFFW,Genoa,24,1994,2,2,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97e2aa67
328,Riccardo Meggiorini,it ITA,FW,Chievo,32,1985,24,18,1548,17.2,3,1,4,2,1,1,6,0,0.17,0.06,0.23,0.12,0.17,Matches,2ec0f902
329,Soualiho Meïté,fr FRA,MF,Torino,24,1994,35,30,2659,29.5,2,4,6,2,0,0,7,1,0.07,0.14,0.20,0.07,0.20,Matches,5cec2c74
330,Alex Meret,it ITA,GK,Napoli,21,1997,14,13,1151,12.8,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,9413b19f
331,Dries Mertens,be BEL,FW,Napoli,31,1987,35,23,2252,25.0,16,11,27,15,1,1,1,0,0.64,0.44,1.08,0.60,1.04,Matches,89b2c8a9
332,Petar Mićin,rs SRB,MF,Udinese,19,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,259deea9
333,Nikola Milenković,rs SRB,DF,Fiorentina,20,1997,34,34,3008,33.4,3,0,3,3,0,0,8,1,0.09,0.00,0.09,0.09,0.09,Matches,bee704fc
334,Arkadiusz Milik,pl POL,FW,Napoli,24,1994,35,27,2396,26.6,17,3,20,17,0,0,4,0,0.64,0.11,0.75,0.64,0.75,Matches,85613cf0
335,Sergej Milinković-Savić,rs SRB,MF,Lazio,23,1995,31,29,2396,26.6,5,3,8,5,0,0,7,1,0.19,0.11,0.30,0.19,0.30,Matches,4e6dbac4
336,Vanja Milinković-Savić,rs SRB,GK,SPAL,21,1997,2,2,164,1.8,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,9fa26bc2
337,Vincenzo Millico,it ITA,FW,Torino,17,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6817095b
338,Kevin Mirallas,be BEL,FWMF,Fiorentina,30,1987,27,15,1299,14.4,2,1,3,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,Matches,aa51343f
339,Miranda,br BRA,DF,Inter,33,1984,14,14,1158,12.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,314f2124
340,Antonio Mirante,it ITA,GK,Roma,35,1983,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30223b33
341,Simone Missiroli,it ITA,MF,SPAL,32,1986,34,33,2741,30.5,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,331c0a43
342,Cristian Molinaro,it ITA,MFDF,Frosinone,35,1983,14,13,1159,12.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1c8c5aed
343,Gabriele Moncini,it ITA,FW,SPAL,22,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4efe2b4
344,Cristóbal Montiel,es ESP,MF,Fiorentina,18,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dd52d069
345,Emiliano Moretti,it ITA,DF,Torino,37,1981,24,22,2010,22.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,55667895
346,Samuel Mráz,sk SVK,FW,Empoli,21,1997,6,2,170,1.9,1,0,1,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,Matches,be6c1ccc
347,Gianni Munari,it ITA,MF,Parma,35,1983,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e50613bd
348,Alessandro Murgia,it ITA,MF,SPAL,21,1996,15,11,1072,11.9,0,3,3,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,fb2c533b
349,Alessandro Murgia,it ITA,MF,Lazio,21,1996,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb2c533b
350,Luis Muriel,co COL,FW,Fiorentina,27,1991,19,16,1441,16.0,6,0,6,6,0,0,1,0,0.37,0.00,0.37,0.37,0.37,Matches,eb2fe5b6
351,Nicola Murru,it ITA,DF,Sampdoria,23,1994,35,34,2934,32.6,0,5,5,0,0,0,9,0,0.00,0.15,0.15,0.00,0.15,Matches,d183e9d6
352,Mateo Musacchio,ar ARG,DF,Milan,27,1990,29,29,2610,29.0,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches,91899ca8
353,Juan Musso,ar ARG,GK,Udinese,24,1994,29,29,2610,29.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a111cf41
354,Ádám Nagy,hu HUN,MF,Bologna,23,1995,14,10,975,10.8,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,788b31e2
355,Radja Nainggolan,be BEL,MF,Inter,30,1988,29,22,1967,21.9,6,3,9,6,0,0,3,0,0.27,0.14,0.41,0.27,0.41,Matches,1f9328da
356,Angelo Ndrecka,al ALB,MF,Chievo,16,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fcd20025
357,Pedro Neto,pt POR,FWMF,Lazio,18,2000,4,0,46,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7ba2eaa9
358,Hans Nicolussi Caviglia,it ITA,MF,Juventus,18,2000,3,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b136c945
359,Dimitris Nikolaou,gr GRE,DF,Empoli,19,1998,4,4,348,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cf961d8d
360,Nicolas Nkoulou,cm CMR,DF,Torino,28,1990,36,36,3214,35.7,2,0,2,2,0,0,7,1,0.06,0.00,0.06,0.06,0.06,Matches,93cf32a8
361,Bram Nuytinck,nl NED,DF,Udinese,28,1990,27,24,2127,23.6,1,0,1,1,0,0,4,1,0.04,0.00,0.04,0.04,0.04,Matches,e33f36d5
362,Steven Nzonzi,fr FRA,MF,Roma,29,1988,30,29,2617,29.1,1,2,3,1,0,0,7,0,0.03,0.07,0.10,0.03,0.10,Matches,c7526c18
363,Christian Nørgaard,dk DEN,MF,Fiorentina,24,1994,6,4,323,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df0a4c90
364,Dimitri Oberlin,ch SUI,FWMF,Empoli,20,1997,5,0,139,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,af45e954
365,Joel Obi,ng NGA,MF,Chievo,27,1991,11,9,659,7.3,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,614c38fb
366,Jens Odgaard,dk DEN,FWMF,Sassuolo,19,1999,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,75374ee7
367,Stefano Okaka,it ITA,FW,Udinese,28,1989,16,11,970,10.8,6,1,7,6,0,0,4,0,0.56,0.09,0.65,0.56,0.65,Matches,601ef102
368,Orji Okwonkwo,ng NGA,FW,Bologna,20,1998,8,2,257,2.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,905a4f61
369,Robin Olsen,se SWE,GK,Roma,28,1990,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e7ee38c3
370,Stephane Omeonga,be BEL,MF,Genoa,22,1996,3,0,57,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,72c803a0
371,Nicholas Opoku,gh GHA,DF,Udinese,20,1997,12,9,910,10.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,b871bf55
372,Riccardo Orsolini,it ITA,MFFW,Bologna,21,1997,35,19,1964,21.8,8,5,13,8,0,0,2,0,0.37,0.23,0.60,0.37,0.60,Matches,e14ec482
373,David Ospina,co COL,GK,Napoli,29,1988,17,16,1457,16.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82b1198a
374,Adam Ounas,dz ALG,MFFW,Napoli,21,1996,18,6,538,6.0,3,0,3,3,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches,ed90babd
375,Simone Padoin,it ITA,DFMF,Cagliari,34,1984,30,22,1915,21.3,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,5eb72339
376,Luca Paganini,it ITA,MF,Frosinone,25,1993,14,12,1123,12.5,2,0,2,2,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,e5b98a70
377,Marko Pajač,hr CRO,MFDF,Empoli,25,1993,10,9,738,8.2,2,2,4,2,0,0,5,0,0.24,0.24,0.49,0.24,0.49,Matches,5df4ef30
378,Marko Pajač,hr CRO,DFMF,Cagliari,25,1993,3,0,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5df4ef30
379,Rodrigo Palacio,ar ARG,FWMF,Bologna,36,1982,28,26,2329,25.9,3,6,9,3,0,0,6,0,0.12,0.23,0.35,0.12,0.35,Matches,8d8178ac
380,Alberto Paloschi,it ITA,FW,SPAL,28,1990,23,8,863,9.6,2,0,2,2,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches,b5cae4e6
381,Goran Pandev,mk MKD,FWMF,Genoa,35,1983,26,12,1122,12.5,4,2,6,4,0,0,6,0,0.32,0.16,0.48,0.32,0.48,Matches,d711d04f
382,Lucas Paquetá,br BRA,MF,Milan,20,1997,13,12,842,9.4,1,1,2,1,0,0,5,1,0.11,0.11,0.21,0.11,0.21,Matches,9b6f7fd5
383,Vittorio Parigini,it ITA,MFFW,Torino,22,1996,17,2,377,4.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,75efed2e
384,Marco Parolo,it ITA,MF,Lazio,33,1985,34,28,2563,28.5,4,3,7,4,0,0,7,0,0.14,0.11,0.25,0.14,0.25,Matches,ed5886d2
385,Mario Pašalić,hr CRO,MF,Atalanta,23,1995,33,17,1618,18.0,5,3,8,5,0,0,1,0,0.28,0.17,0.44,0.28,0.44,Matches,e599253a
386,Manuel Pasqual,it ITA,DFMF,Empoli,36,1982,22,13,1342,14.9,1,2,3,0,1,1,2,0,0.07,0.13,0.20,0.00,0.13,Matches,548902cc
387,Javier Pastore,ar ARG,MFFW,Roma,29,1989,14,7,597,6.6,3,0,3,3,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches,881ef58c
388,Patric,es ESP,DFMF,Lazio,25,1993,15,12,1085,12.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f7223718
389,Leonardo Pavoletti,it ITA,FW,Cagliari,29,1988,32,31,2734,30.4,16,1,17,16,0,0,6,0,0.53,0.03,0.56,0.53,0.56,Matches,d37b0350
390,Nehuén Paz,ar ARG,DF,Bologna,25,1993,2,1,114,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,42b1a58a
391,João Pedro,it ITA,FWMF,Cagliari,26,1992,34,30,2555,28.4,7,2,9,5,2,2,5,1,0.25,0.07,0.32,0.18,0.25,Matches,81255c03
392,Gianluca Pegolo,it ITA,GK,Sassuolo,37,1981,3,2,203,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f058ed1f
393,Lorenzo Pellegrini,it ITA,MF,Roma,22,1996,25,21,1821,20.2,3,3,6,3,0,0,6,0,0.15,0.15,0.30,0.15,0.30,Matches,4a5a45c7
394,Luca Pellegrini,it ITA,DF,Cagliari,19,1999,12,11,940,10.4,0,1,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,Matches,3b61c9ec
395,Luca Pellegrini,it ITA,DF,Roma,19,1999,4,2,161,1.8,0,1,1,0,0,0,2,0,0.00,0.56,0.56,0.00,0.56,Matches,3b61c9ec
396,Sergio Pellissier,it ITA,FW,Chievo,39,1979,19,12,953,10.6,4,1,5,3,1,2,1,0,0.38,0.09,0.47,0.28,0.38,Matches,878ee034
397,Federico Peluso,it ITA,DF,Sassuolo,34,1984,16,14,1356,15.1,1,0,1,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches,4f2908e5
398,Pepín,gq EQG,MF,Parma,21,1996,2,1,77,0.9,0,1,1,0,0,0,0,0,0.00,1.17,1.17,0.00,1.17,Matches,7afb1573
399,Pedro Pereira,pt POR,MFDF,Genoa,20,1998,26,15,1384,15.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c77be0cf
400,Stipe Perica,hr CRO,FW,Frosinone,23,1995,7,6,480,5.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,269b4638
401,Mattia Perin,it ITA,GK,Juventus,25,1992,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4c62d0c8
402,Ivan Perišić,hr CRO,MFFW,Inter,29,1989,34,30,2701,30.0,8,3,11,6,2,2,5,0,0.27,0.10,0.37,0.20,0.30,Matches,6fe90922
403,Diego Perotti,ar ARG,MFFW,Roma,30,1988,13,6,668,7.4,5,0,5,2,3,3,3,0,0.67,0.00,0.67,0.27,0.27,Matches,a40d5a0c
404,Matteo Pessina,it ITA,MF,Atalanta,21,1997,12,1,235,2.6,0,1,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches,780e3631
405,Andrea Petagna,it ITA,FW,SPAL,23,1995,36,35,3031,33.7,16,1,17,10,6,6,8,0,0.48,0.03,0.50,0.30,0.33,Matches,03f946ed
406,Germán Pezzella,ar ARG,DF,Fiorentina,27,1991,32,32,2850,31.7,2,1,3,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,Matches,8c725b43
407,Giuseppe Pezzella,it ITA,MFDF,Udinese,20,1997,4,2,184,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,149c5f5d
408,Giuseppe Pezzella,it ITA,DF,Genoa,20,1997,5,1,112,1.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,149c5f5d
409,Krzysztof Piątek,pl POL,FW,Genoa,23,1995,19,18,1593,17.7,13,0,13,11,2,2,5,0,0.73,0.00,0.73,0.62,0.62,Matches,17f3620a
410,Krzysztof Piątek,pl POL,FW,Milan,23,1995,18,16,1373,15.3,9,0,9,9,0,0,0,0,0.59,0.00,0.59,0.59,0.59,Matches,17f3620a
411,Lucas Piazon,br BRA,FWMF,Chievo,24,1994,4,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f201798c
412,Roberto Piccoli,it ITA,FW,Atalanta,17,2001,2,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1cadaf34
413,Andrea Pinamonti,it ITA,FW,Frosinone,19,1999,27,17,1625,18.1,5,3,8,5,0,0,2,0,0.28,0.17,0.44,0.28,0.44,Matches,08aa9cd1
414,Carlo Pinsoglio,it ITA,GK,Juventus,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6a06749
415,Fabio Pisacane,it ITA,DF,Cagliari,32,1986,27,24,2266,25.2,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,Matches,56400c01
416,Marko Pjaca,hr CRO,FWMF,Fiorentina,23,1995,19,8,750,8.3,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,Matches,2c38b327
417,Miralem Pjanić,ba BIH,MF,Juventus,28,1990,31,27,2280,25.3,2,6,8,2,0,0,6,1,0.08,0.24,0.32,0.08,0.32,Matches,ad6df2d5
418,Andrea Poli,it ITA,MF,Bologna,28,1989,30,23,1932,21.5,4,1,5,4,0,0,5,0,0.19,0.05,0.23,0.19,0.23,Matches,b3fd7075
419,Matteo Politano,it ITA,MFFW,Inter,24,1993,36,31,2549,28.3,5,6,11,5,0,0,4,1,0.18,0.21,0.39,0.18,0.39,Matches,5e861944
420,Giacomo Poluzzi,it ITA,GK,SPAL,30,1988,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,07f55871
421,Manolo Portanova,it ITA,FWMF,Juventus,18,2000,1,0,33,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c8c0dccd
422,Dennis Praet,be BEL,MF,Sampdoria,24,1994,34,33,2890,32.1,2,3,5,2,0,0,6,0,0.06,0.09,0.16,0.06,0.16,Matches,86695068
423,Silvio Proto,be BEL,GK,Lazio,35,1983,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c8a88acd
424,Ivan Provedel,it ITA,GK,Empoli,24,1994,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,277da414
425,Manuel Pucciarelli,it ITA,FW,Chievo,27,1991,10,3,302,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a1c7b425
426,Erick Pulgar,cl CHI,MF,Bologna,24,1994,28,27,2357,26.2,6,2,8,1,5,5,6,1,0.23,0.08,0.31,0.04,0.11,Matches,4611e028
427,Ignacio Pussetto,ar ARG,FWMF,Udinese,22,1995,35,24,2178,24.2,4,4,8,4,0,0,8,0,0.17,0.17,0.33,0.17,0.33,Matches,62437b4f
428,Fabio Quagliarella,it ITA,FW,Sampdoria,35,1983,37,37,3199,35.5,26,8,34,17,9,10,1,0,0.73,0.23,0.96,0.48,0.70,Matches,ee4f2f3b
429,Ivan Radovanović,rs SRB,MF,Chievo,29,1988,19,19,1706,19.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,023937a9
430,Ivan Radovanović,rs SRB,MF,Genoa,29,1988,16,15,1278,14.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,023937a9
431,Ionuț Radu,ro ROU,GK,Genoa,21,1997,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,67f649be
432,Ștefan Radu,ro ROU,DF,Lazio,31,1986,28,28,2243,24.9,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,53de807a
433,Gastón Ramírez,uy URU,MF,Sampdoria,27,1990,27,19,1578,17.5,4,4,8,4,0,0,7,1,0.23,0.23,0.46,0.23,0.46,Matches,2c851997
434,Andrea Ranocchia,it ITA,DF,Inter,30,1988,4,0,62,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,539230cf
435,Jacob Rasmussen,dk DEN,DFMF,Empoli,21,1997,14,10,1016,11.3,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,283699b4
436,Giacomo Raspadori,it ITA,FWMF,Sassuolo,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6e058f06
437,Arkadiusz Reca,pl POL,DFMF,Atalanta,23,1995,3,0,49,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6213fd82
438,Vasco Regini,it ITA,DF,SPAL,27,1990,4,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,339c6ed4
439,Pepe Reina,es ESP,GK,Milan,35,1982,4,2,330,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e358587b
440,Emiliano Rigoni,ar ARG,FWMF,Atalanta,25,1993,12,6,522,5.8,3,0,3,3,0,0,1,0,0.52,0.00,0.52,0.52,0.52,Matches,a1216563
441,Luca Rigoni,it ITA,MF,Parma,33,1984,23,20,1761,19.6,2,1,3,2,0,0,5,0,0.10,0.05,0.15,0.10,0.15,Matches,4dba2a97
442,Nicola Rigoni,it ITA,MF,Chievo,27,1990,24,23,1951,21.7,0,1,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,Matches,e327bd76
443,Tomás Rincón,ve VEN,MF,Torino,30,1988,34,32,2799,31.1,3,1,4,3,0,0,15,0,0.10,0.03,0.13,0.10,0.13,Matches,f1cfc209
444,Alejandro Rodríguez,es ESP,FW,Empoli,27,1991,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7602ddf6
445,Ricardo Rodríguez,ch SUI,DF,Milan,25,1992,35,35,3047,33.9,0,3,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,7f78ad23
446,Marko Rog,hr CRO,MF,Napoli,23,1995,9,4,333,3.7,1,0,1,1,0,0,3,0,0.27,0.00,0.27,0.27,0.27,Matches,b6b2b820
447,Rogério,br BRA,DFMF,Sassuolo,20,1998,33,29,2672,29.7,1,2,3,1,0,0,9,1,0.03,0.07,0.10,0.03,0.10,Matches,10e7f486
448,Esteban Rolón,ar ARG,MFDF,Genoa,23,1995,19,10,1046,11.6,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,10e25802
449,Filippo Romagna,it ITA,DF,Cagliari,21,1997,18,16,1474,16.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,84594618
450,Alessio Romagnoli,it ITA,DF,Milan,23,1995,32,32,2847,31.6,2,0,2,2,0,0,6,1,0.06,0.00,0.06,0.06,0.06,Matches,3ead85f9
451,Cristian Romero,ar ARG,DF,Genoa,20,1998,27,27,2336,26.0,2,2,4,2,0,0,12,2,0.08,0.08,0.15,0.08,0.15,Matches,a3d94a58
452,Rômulo,it ITA,MF,Genoa,31,1987,17,17,1351,15.0,1,2,3,0,1,1,1,1,0.07,0.13,0.20,0.00,0.13,Matches,07abb358
453,Rômulo,it ITA,MF,Lazio,31,1987,10,9,776,8.6,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,07abb358
454,Cristiano Ronaldo,pt POR,FW,Juventus,33,1985,31,30,2688,29.9,21,8,29,16,5,6,3,0,0.70,0.27,0.97,0.54,0.80,Matches,dea698d9
455,Marten de Roon,nl NED,MF,Atalanta,27,1991,35,34,2975,33.1,2,3,5,1,1,1,8,0,0.06,0.09,0.15,0.03,0.12,Matches,2a1beb34
456,Luca Rossettini,it ITA,DF,Chievo,33,1985,21,20,1823,20.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,47a500ae
457,Francesco Rossi,it ITA,GK,Atalanta,27,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b5f516f
458,Daniele Rugani,it ITA,DF,Juventus,24,1994,15,15,1350,15.0,2,0,2,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,14b8fcdf
459,Mário Rui,pt POR,DF,Napoli,27,1991,20,17,1417,15.7,1,1,2,1,0,0,5,1,0.06,0.06,0.13,0.06,0.13,Matches,0b5a292a
460,Fabián Ruiz Peña,es ESP,MF,Napoli,22,1996,27,20,1992,22.1,5,4,9,5,0,0,3,1,0.23,0.18,0.41,0.23,0.41,Matches,c0c7ff58
461,Jacopo Sala,it ITA,DF,Sampdoria,26,1991,21,16,1518,16.9,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,da5a981b
462,Bartosz Salamon,pl POL,DF,Frosinone,27,1991,20,19,1725,19.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,9b30df1e
463,Paolo Sammarco,it ITA,MF,Frosinone,35,1983,8,6,553,6.1,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,3c1e4e84
464,Antonio Sanabria,py PAR,FW,Genoa,22,1996,15,9,766,8.5,3,0,3,3,0,1,1,0,0.35,0.00,0.35,0.35,0.35,Matches,0a447501
465,Sandro,br BRA,MF,Udinese,29,1989,12,7,594,6.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,c1c2c925
466,Sandro,br BRA,MFDF,Genoa,29,1989,13,9,711,7.9,0,1,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches,c1c2c925
467,Alex Sandro,br BRA,DFMF,Juventus,27,1991,31,28,2387,26.5,1,2,3,1,0,0,7,0,0.04,0.08,0.11,0.04,0.11,Matches,0d82903c
468,Nicola Sansone,it ITA,MFFW,Bologna,26,1991,15,13,1139,12.7,2,4,6,2,0,0,4,1,0.16,0.32,0.47,0.16,0.47,Matches,7eb97a8e
469,Federico Santander,py PAR,FW,Bologna,27,1991,32,23,2065,22.9,8,3,11,8,0,0,5,0,0.35,0.13,0.48,0.35,0.48,Matches,df85d472
470,Davide Santon,it ITA,DF,Roma,27,1991,17,11,1009,11.2,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches,88c89891
471,Samir Santos,br BRA,DF,Udinese,23,1994,21,21,1797,20.0,2,0,2,2,0,0,7,0,0.10,0.00,0.10,0.10,0.10,Matches,92b4758e
472,Riccardo Saponara,it ITA,MF,Sampdoria,26,1991,22,11,905,10.1,2,4,6,2,0,0,2,0,0.20,0.40,0.60,0.20,0.60,Matches,3bb7af3b
473,Marco Sau,it ITA,FWMF,Sampdoria,30,1987,5,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1ad1f50d
474,Marco Sau,it ITA,FWMF,Cagliari,30,1987,14,5,558,6.2,1,0,1,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,Matches,1ad1f50d
475,Ezequiel Schelotto,it ITA,DF,Chievo,29,1989,4,2,143,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6e316c1
