--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
317,Fabio Lucioni,it ITA,DF,Lecce,31,1987,36,36,3132,34.8,3,0,3,3,0,0,8,1,0.09,0.00,0.09,0.09,0.09,Matches,8efa621b
318,José Luis Palomino,ar ARG,DF,Atalanta,29,1990,30,28,2480,27.6,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,Matches,921f6058
319,Jordan Lukaku,be BEL,MF,Lazio,25,1994,13,1,396,4.4,0,2,2,0,0,0,2,0,0.00,0.45,0.45,0.00,0.45,Matches,0cd0e21b
320,Romelu Lukaku,be BEL,FW,Inter,26,1993,36,33,2979,33.1,23,2,25,17,6,6,2,0,0.69,0.06,0.76,0.51,0.57,Matches,5eae500a
321,Saša Lukić,rs SRB,MF,Torino,22,1996,30,20,1861,20.7,1,1,2,1,0,0,5,1,0.05,0.05,0.10,0.05,0.10,Matches,c6e8cf1f
322,Senad Lulić,ba BIH,MF,Lazio,33,1986,20,20,1573,17.5,0,2,2,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11,Matches,7fd58fe3
323,Sebastiano Luperto,it ITA,DF,Napoli,22,1996,9,5,529,5.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,997fff07
324,Lyanco,br BRA,DF,Torino,22,1997,17,15,1176,13.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,b5bf1770
325,Babis Lykogiannis,gr GRE,DFMF,Cagliari,25,1993,20,14,1338,14.9,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,5efc5389
326,Francesco Magnanelli,it ITA,MF,Sassuolo,34,1984,22,15,1397,15.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,07767f42
327,Giangiacomo Magnani,it ITA,DF,Sassuolo,23,1995,8,1,145,1.6,1,0,1,1,0,0,1,0,0.62,0.00,0.62,0.62,0.62,Matches,cce9f582
328,Giangiacomo Magnani,it ITA,DF,Brescia,23,1995,2,1,115,1.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,cce9f582
329,Žan Majer,si SVN,MF,Lecce,27,1992,27,19,1664,18.5,1,1,2,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11,Matches,bf13975c
330,Nikola Maksimović,rs SRB,DF,Napoli,27,1991,22,20,1799,20.0,1,1,2,1,0,0,3,1,0.05,0.05,0.10,0.05,0.10,Matches,16b9d5cf
331,Kévin Malcuit,ma MAR,DF,Napoli,28,1991,4,3,256,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d6a889ea
332,Daniel Maldini,it ITA,FWMF,Milan,17,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,801831fe
333,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,26,1993,34,12,1535,17.1,8,3,11,8,0,1,7,1,0.47,0.18,0.64,0.47,0.64,Matches,48d5bd33
334,Gianluca Mancini,it ITA,DFMF,Roma,23,1996,32,31,2740,30.4,1,0,1,1,0,0,16,1,0.03,0.00,0.03,0.03,0.03,Matches,5aa53281
335,Marco Mancosu,it ITA,MF,Lecce,30,1988,33,28,2440,27.1,14,2,16,5,9,11,3,0,0.52,0.07,0.59,0.18,0.26,Matches,2c3a6c21
336,Rolando Mandragora,it ITA,MF,Udinese,22,1997,26,24,2050,22.8,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,c7259b83
337,Massimiliano Mangraviti,it ITA,DF,Brescia,21,1998,13,11,972,10.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,33914f14
338,Kostas Manolas,gr GRE,DF,Napoli,28,1991,26,25,2176,24.2,4,0,4,4,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches,c707411f
339,Giacomo Manzari,it ITA,MF,Sassuolo,18,2000,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d8dfae8a
340,Gian Marco Ferrari,it ITA,DF,Sassuolo,27,1992,23,21,1897,21.1,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,8650af85
341,Federico Marigosu,it ITA,MF,Cagliari,18,2001,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,66a9470c
342,Marlon,br BRA,DF,Sassuolo,23,1995,23,21,1818,20.2,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,cdf65d12
343,Gonzalo Maroni,ar ARG,MF,Sampdoria,20,1999,5,1,181,2.0,0,1,1,0,0,1,0,0,0.00,0.50,0.50,0.00,0.50,Matches,e01ca8f4
344,Bruno Martella,it ITA,DFMF,Brescia,26,1992,24,13,1270,14.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1e12c53b
345,Lautaro Martínez,ar ARG,FW,Inter,21,1997,35,29,2452,27.2,14,3,17,12,2,3,8,1,0.51,0.11,0.62,0.44,0.55,Matches,f7036e1c
346,Adam Marušić,me MNE,MF,Lazio,26,1992,15,10,942,10.5,2,1,3,2,0,0,3,0,0.19,0.10,0.29,0.19,0.29,Matches,d4535821
347,Andrea Masiello,it ITA,DF,Genoa,33,1986,15,15,1324,14.7,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,e0314d87
348,Andrea Masiello,it ITA,DF,Atalanta,33,1986,7,7,543,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e0314d87
349,Aleš Matějů,cz CZE,DF,Brescia,23,1996,31,28,2548,28.3,0,1,1,0,0,0,10,1,0.00,0.04,0.04,0.00,0.04,Matches,deb748c9
350,Alessandro Matri,it ITA,FW,Brescia,34,1984,8,0,89,1.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,58d97e77
351,Federico Mattiello,it ITA,MF,Cagliari,24,1995,18,9,930,10.3,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,fba81826
352,Blaise Matuidi,fr FRA,MF,Juventus,32,1987,35,23,2237,24.9,0,2,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,c0cddebe
353,Luca Mazzitelli,it ITA,DFMF,Sassuolo,23,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dc61b402
354,Ibrahima Mbaye,sn SEN,DF,Bologna,24,1994,20,16,1507,16.7,0,3,3,0,0,0,5,0,0.00,0.18,0.18,0.00,0.18,Matches,cfbf9881
355,Biagio Meccariello,it ITA,DF,Lecce,28,1991,14,8,768,8.5,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,1eeeff8a
356,Gary Medel,cl CHI,MF,Bologna,31,1987,23,22,1784,19.8,0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,Matches,563a68ad
357,Soualiho Meïté,fr FRA,MF,Torino,25,1994,33,23,2201,24.5,0,2,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,5cec2c74
358,Alex Meret,it ITA,GK,Napoli,22,1997,22,21,1951,21.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9413b19f
359,Yıldırım Mert Çetin,tr TUR,DF,Roma,22,1997,6,2,257,2.9,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,c730da00
360,Dries Mertens,be BEL,FW,Napoli,32,1987,31,18,1689,18.8,9,7,16,9,0,0,5,0,0.48,0.37,0.85,0.48,0.85,Matches,89b2c8a9
361,Kingsley Michael,ng NGA,MF,Bologna,19,1999,1,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e63e122d
362,Nikola Milenković,rs SRB,DF,Fiorentina,21,1997,37,36,3258,36.2,5,0,5,5,0,0,9,0,0.14,0.00,0.14,0.14,0.14,Matches,bee704fc
363,Arkadiusz Milik,pl POL,FW,Napoli,25,1994,26,19,1747,19.4,11,0,11,11,0,0,5,0,0.57,0.00,0.57,0.57,0.57,Matches,85613cf0
364,Sergej Milinković-Savić,rs SRB,MF,Lazio,24,1995,37,35,3029,33.7,7,4,11,7,0,0,9,0,0.21,0.12,0.33,0.21,0.33,Matches,4e6dbac4
365,Vincenzo Millico,it ITA,FW,Torino,18,2000,11,0,216,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6817095b
366,Antonio Mirante,it ITA,GK,Roma,36,1983,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30223b33
367,Simone Missiroli,it ITA,MF,SPAL,33,1986,34,31,2798,31.1,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches,331c0a43
368,Henrikh Mkhitaryan,am ARM,MF,Roma,30,1989,22,16,1530,17.0,9,5,14,9,0,0,5,0,0.53,0.29,0.82,0.53,0.82,Matches,dd0daf32
369,Gabriele Moncini,it ITA,FW,SPAL,23,1996,4,2,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4efe2b4
370,Ilario Monterisi,it ITA,DF,Lecce,17,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,31b252fc
371,Raúl Moro,es ESP,MF,Lazio,16,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,919dd4b1
372,Leonardo Morosini,it ITA,FWMF,Brescia,23,1995,3,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d89b0ebb
373,Victor Moses,ng NGA,MF,Inter,28,1990,12,4,420,4.7,0,3,3,0,0,0,1,0,0.00,0.64,0.64,0.00,0.64,Matches,e726e11e
374,Mert Müldür,tr TUR,DF,Sassuolo,20,1999,24,13,1273,14.1,2,1,3,2,0,0,4,0,0.14,0.07,0.21,0.14,0.21,Matches,1295552e
375,Simone Muratore,it ITA,MF,Juventus,21,1998,4,2,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,04989945
376,Alessandro Murgia,it ITA,MF,SPAL,22,1996,25,19,1750,19.4,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,fb2c533b
377,Luis Muriel,co COL,FW,Atalanta,28,1991,34,10,1260,14.0,18,1,19,12,6,7,1,0,1.29,0.07,1.36,0.86,0.93,Matches,eb2fe5b6
378,Jeison Murillo,co COL,DF,Sampdoria,27,1992,10,7,666,7.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,b233e8e4
379,Nicola Murru,it ITA,DFMF,Sampdoria,24,1994,28,26,2259,25.1,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,d183e9d6
380,Mateo Musacchio,ar ARG,DF,Milan,28,1990,18,17,1466,16.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,91899ca8
381,Juan Musso,ar ARG,GK,Udinese,25,1994,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a111cf41
382,Radja Nainggolan,be BEL,MF,Cagliari,31,1988,26,25,2071,23.0,6,7,13,6,0,0,5,0,0.26,0.30,0.56,0.26,0.56,Matches,1f9328da
383,Nahitan Nández,uy URU,MF,Cagliari,23,1995,35,32,2898,32.2,2,3,5,2,0,0,14,0,0.06,0.09,0.16,0.06,0.16,Matches,95facda1
384,Michel Ndary Adopo,fr FRA,MF,Torino,19,2000,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,599d91d0
385,Emanuele Ndoj,al ALB,MF,Brescia,22,1996,18,6,555,6.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,482145e9
386,Ilija Nestorovski,mk MKD,FW,Udinese,29,1990,28,15,1251,13.9,3,1,4,3,0,0,4,0,0.22,0.07,0.29,0.22,0.29,Matches,b1236c63
387,Nicolas Nkoulou,cm CMR,DF,Torino,29,1990,31,30,2692,29.9,1,0,1,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,Matches,93cf32a8
388,Bram Nuytinck,nl NED,DF,Udinese,29,1990,26,26,2225,24.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e33f36d5
389,Pedro Obiang,gq EQG,MF,Sassuolo,27,1992,25,18,1674,18.6,1,1,2,1,0,0,10,0,0.05,0.05,0.11,0.05,0.11,Matches,ba1e04b3
390,Stefano Okaka,it ITA,FW,Udinese,29,1989,33,28,2415,26.8,8,2,10,8,0,0,10,0,0.30,0.07,0.37,0.30,0.37,Matches,601ef102
391,Christian Oliva,uy URU,MF,Cagliari,23,1996,11,4,469,5.2,1,1,2,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches,d3b888e3
392,Maximiliano Olivera,uy URU,DF,Fiorentina,27,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,32a33c68
393,Marco Olivieri,it ITA,FW,Juventus,20,1999,3,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f5ba8903
394,Robin Olsen,se SWE,GK,Cagliari,29,1990,17,17,1524,16.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,e7ee38c3
395,Nicholas Opoku,gh GHA,DFMF,Udinese,21,1997,7,6,481,5.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,b871bf55
396,Riccardo Orsolini,it ITA,MFFW,Bologna,22,1997,37,32,2681,29.8,8,6,14,8,0,0,3,0,0.27,0.20,0.47,0.27,0.47,Matches,e14ec482
397,David Ospina,co COL,GK,Napoli,30,1988,17,17,1469,16.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82b1198a
398,Daniele Padelli,it ITA,GK,Inter,33,1985,3,3,270,3.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,cf1c23d8
399,Marko Pajač,hr CRO,MFDF,Genoa,26,1993,11,8,759,8.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5df4ef30
400,Rodrigo Palacio,ar ARG,FW,Bologna,37,1982,35,28,2517,28.0,7,3,10,7,0,0,5,0,0.25,0.11,0.36,0.25,0.36,Matches,8d8178ac
401,Alberto Paloschi,it ITA,FW,SPAL,29,1990,10,5,438,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b5cae4e6
402,Alberto Paloschi,it ITA,FW,Cagliari,29,1990,7,1,204,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b5cae4e6
403,Martin Palumbo,no NOR,MF,Udinese,17,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f8d41a8c
404,Goran Pandev,mk MKD,FWMF,Genoa,36,1983,34,18,1685,18.7,9,1,10,9,0,0,6,1,0.48,0.05,0.53,0.48,0.53,Matches,d711d04f
405,Andrea Papetti,it ITA,DF,Brescia,17,2002,11,10,917,10.2,1,0,1,1,0,0,5,0,0.10,0.00,0.10,0.10,0.10,Matches,4195b8b6
406,Lucas Paquetá,br BRA,MF,Milan,21,1997,24,12,1103,12.3,0,1,1,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08,Matches,9b6f7fd5
407,Marco Parolo,it ITA,MF,Lazio,34,1985,29,17,1700,18.9,1,0,1,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,Matches,ed5886d2
408,Mario Pašalić,hr CRO,MF,Atalanta,24,1995,35,30,2417,26.9,9,5,14,9,0,0,6,0,0.34,0.19,0.52,0.34,0.52,Matches,e599253a
409,Javier Pastore,ar ARG,MF,Roma,30,1989,11,5,514,5.7,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches,881ef58c
410,Patric,es ESP,DF,Lazio,26,1993,21,19,1670,18.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,f7223718
411,Leonardo Pavoletti,it ITA,FW,Cagliari,30,1988,2,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d37b0350
412,Nehuén Paz,ar ARG,DF,Bologna,26,1993,3,1,119,1.3,0,1,1,0,0,0,1,0,0.00,0.76,0.76,0.00,0.76,Matches,42b1a58a
413,Nehuén Paz,ar ARG,DF,Lecce,26,1993,13,10,844,9.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,42b1a58a
414,Giampaolo Pazzini,it ITA,FW,Hellas Verona,34,1984,15,1,307,3.4,4,0,4,1,3,3,0,0,1.17,0.00,1.17,0.29,0.29,Matches,6ca663b4
415,Pedro,br BRA,FW,Fiorentina,22,1997,4,0,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1ab6fad3
416,João Pedro,it ITA,FWMF,Cagliari,27,1992,36,35,3151,35.0,18,4,22,14,4,6,6,0,0.51,0.11,0.63,0.40,0.51,Matches,81255c03
417,Daouda Peeters,be BEL,MF,Juventus,20,1999,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e83f8ebb
418,Gianluca Pegolo,it ITA,GK,Sassuolo,38,1981,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f058ed1f
419,Lorenzo Pellegrini,it ITA,MF,Roma,23,1996,27,26,2097,23.3,1,9,10,1,0,0,8,1,0.04,0.39,0.43,0.04,0.43,Matches,4a5a45c7
420,Luca Pellegrini,it ITA,DFMF,Cagliari,20,1999,24,22,1908,21.2,0,5,5,0,0,0,10,0,0.00,0.24,0.24,0.00,0.24,Matches,3b61c9ec
421,Federico Peluso,it ITA,DF,Sassuolo,35,1984,23,17,1513,16.8,0,2,2,0,0,0,5,1,0.00,0.12,0.12,0.00,0.12,Matches,4f2908e5
422,Gastón Pereiro,uy URU,FWMF,Cagliari,24,1995,10,4,348,3.9,1,0,1,1,0,0,3,0,0.26,0.00,0.26,0.26,0.26,Matches,7ec7738e
423,Bruno Peres,br BRA,MFDF,Roma,29,1990,16,12,1056,11.7,2,2,4,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches,852351df
424,Carles Pérez,es ESP,MF,Roma,21,1998,14,5,566,6.3,1,3,4,1,0,0,2,0,0.16,0.48,0.64,0.16,0.64,Matches,a8f21b9f
425,Mattia Perin,it ITA,GK,Genoa,26,1992,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4c62d0c8
426,Diego Perotti,ar ARG,MF,Roma,31,1988,21,10,875,9.7,5,3,8,1,4,4,3,1,0.51,0.31,0.82,0.10,0.41,Matches,a40d5a0c
427,Matteo Pessina,it ITA,MF,Hellas Verona,22,1997,35,27,2489,27.7,7,0,7,7,0,0,7,0,0.25,0.00,0.25,0.25,0.25,Matches,780e3631
428,Andrea Petagna,it ITA,FW,SPAL,24,1995,36,33,3032,33.7,12,1,13,7,5,7,5,0,0.36,0.03,0.39,0.21,0.24,Matches,03f946ed
429,Jacopo Petriccione,it ITA,MF,Lecce,24,1995,31,24,2138,23.8,0,5,5,0,0,0,10,0,0.00,0.21,0.21,0.00,0.21,Matches,909bce7f
430,Germán Pezzella,ar ARG,DF,Fiorentina,28,1991,33,33,2830,31.4,3,1,4,3,0,0,12,0,0.10,0.03,0.13,0.10,0.13,Matches,8c725b43
431,Giuseppe Pezzella,it ITA,MF,Udinese,21,1997,1,1,80,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,149c5f5d
432,Giuseppe Pezzella,it ITA,DF,Parma,21,1997,22,8,949,10.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,149c5f5d
433,Krzysztof Piątek,pl POL,FW,Milan,24,1995,18,14,1183,13.1,4,0,4,1,3,3,1,0,0.30,0.00,0.30,0.08,0.08,Matches,17f3620a
434,Stefano Piccinini,it ITA,DF,Sassuolo,16,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6010ba04
435,Roberto Piccoli,it ITA,FW,Atalanta,18,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1cadaf34
436,Andrea Pinamonti,it ITA,FW,Genoa,20,1999,32,23,2236,24.8,5,1,6,4,1,2,1,0,0.20,0.04,0.24,0.16,0.20,Matches,08aa9cd1
437,Simone Pinna,it ITA,DF,Cagliari,21,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6523afa4
438,Carlo Pinsoglio,it ITA,GK,Juventus,29,1990,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6a06749
439,Lorenzo Pirola,it ITA,DF,Inter,17,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,caec77da
440,Fabio Pisacane,it ITA,DF,Cagliari,33,1986,30,28,2442,27.1,1,0,1,1,0,0,8,1,0.04,0.00,0.04,0.04,0.04,Matches,56400c01
441,Miralem Pjanić,ba BIH,MF,Juventus,29,1990,30,28,2277,25.3,3,6,9,3,0,0,10,0,0.12,0.24,0.36,0.12,0.36,Matches,ad6df2d5
442,Andrea Poli,it ITA,MF,Bologna,29,1989,28,22,1919,21.3,2,0,2,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,b3fd7075
443,Matteo Politano,it ITA,FW,Napoli,25,1993,15,9,743,8.3,2,2,4,2,0,0,1,0,0.24,0.24,0.48,0.24,0.48,Matches,5e861944
444,Matteo Politano,it ITA,MFFW,Inter,25,1993,11,2,259,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5e861944
445,Erick Pulgar,cl CHI,MF,Fiorentina,25,1994,37,32,2950,32.8,7,6,13,0,7,8,9,0,0.21,0.18,0.40,0.00,0.18,Matches,4611e028
446,Ignacio Pussetto,ar ARG,MFFW,Udinese,23,1995,12,2,341,3.8,1,0,1,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches,62437b4f
447,Fabio Quagliarella,it ITA,FW,Sampdoria,36,1983,28,26,2275,25.3,11,3,14,6,5,7,2,0,0.44,0.12,0.55,0.24,0.36,Matches,ee4f2f3b
448,Adrien Rabiot,fr FRA,MF,Juventus,24,1995,28,21,1912,21.2,1,1,2,1,0,0,7,1,0.05,0.05,0.09,0.05,0.09,Matches,8794e251
449,Ivan Radovanović,rs SRB,MF,Genoa,30,1988,19,15,1318,14.6,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,023937a9
450,Ionuț Radu,ro ROU,GK,Genoa,22,1997,17,17,1530,17.0,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,67f649be
451,Ștefan Radu,ro ROU,DF,Lazio,32,1986,29,28,2306,25.6,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches,53de807a
452,Boris Radunović,rs SRB,GK,Hellas Verona,23,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0dfce079
453,Rafael,br BRA,GK,Cagliari,37,1982,6,5,454,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dd06d56c
454,Daniele Ragatzu,it ITA,MFFW,Cagliari,27,1991,13,2,313,3.5,1,0,1,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches,282b3a4d
455,Gastón Ramírez,uy URU,MFFW,Sampdoria,28,1990,26,19,1392,15.5,7,2,9,4,3,3,5,0,0.45,0.13,0.58,0.26,0.39,Matches,2c851997
456,Aaron Ramsey,wls WAL,MFFW,Juventus,28,1990,24,11,1051,11.7,3,1,4,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34,Matches,ef619b0b
457,Luca Ranieri,it ITA,DF,Fiorentina,20,1999,3,2,232,2.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,8c63fae5
458,Andrea Ranocchia,it ITA,DF,Inter,31,1988,7,5,526,5.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,539230cf
459,Giacomo Raspadori,it ITA,MFFW,Sassuolo,19,2000,11,2,264,2.9,2,0,2,2,0,0,0,0,0.68,0.00,0.68,0.68,0.68,Matches,6e058f06
460,Ante Rebić,hr CRO,MFFW,Milan,25,1993,26,15,1395,15.5,11,3,14,11,0,0,5,0,0.71,0.19,0.90,0.71,0.90,Matches,536cebe5
461,Arkadiusz Reca,pl POL,MFDF,SPAL,24,1995,25,22,1928,21.4,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,6213fd82
462,Vasco Regini,it ITA,DF,Parma,28,1990,2,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,339c6ed4
463,Vasco Regini,it ITA,DF,Sampdoria,28,1990,3,2,174,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,339c6ed4
464,Pepe Reina,es ESP,GK,Milan,36,1982,1,1,90,1.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,e358587b
465,Franck Ribéry,fr FRA,FW,Fiorentina,36,1983,21,19,1409,15.7,3,3,6,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38,Matches,f61c7c4e
466,Davide Riccardi,it ITA,DF,Lecce,23,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b4b9221
467,Emiliano Rigoni,ar ARG,MFFW,Sampdoria,26,1993,8,4,431,4.8,0,1,1,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches,a1216563
468,Tomás Rincón,ve VEN,MF,Torino,31,1988,32,31,2702,30.0,1,3,4,1,0,0,10,0,0.03,0.10,0.13,0.03,0.13,Matches,f1cfc209
469,Andrea Rispoli,it ITA,DF,Lecce,30,1988,28,20,1909,21.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,39ee6cb6
470,Ricardo Rodríguez,ch SUI,DF,Milan,26,1992,5,5,386,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f78ad23
471,Marko Rog,hr CRO,MF,Cagliari,24,1995,30,28,2317,25.7,1,1,2,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,Matches,b6b2b820
472,Rogério,br BRA,DF,Sassuolo,21,1998,15,12,1015,11.3,1,1,2,1,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches,10e7f486
473,Filippo Romagna,it ITA,DF,Sassuolo,22,1997,18,16,1477,16.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,84594618
474,Alessio Romagnoli,it ITA,DF,Milan,24,1995,35,35,3091,34.3,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,3ead85f9
475,Cristian Romero,ar ARG,DF,Genoa,21,1998,30,30,2577,28.6,1,1,2,1,0,0,15,1,0.03,0.03,0.07,0.03,0.07,Matches,a3d94a58
