--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
316,Gian Marco Ferrari,it ITA,DF,Sampdoria,25,1992,30,29,2645,29.4,2,0,2,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,8650af85
317,João Mário,pt POR,MF,Inter,24,1993,14,5,554,6.2,0,1,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches,f0021247
318,Bruno Martella,it ITA,DF,Crotone,24,1992,30,30,2616,29.1,1,3,4,1,0,0,3,0,0.03,0.10,0.14,0.03,0.14,Matches,1e12c53b
319,Adam Marušić,me MNE,MF,Lazio,24,1992,32,28,2523,28.0,3,4,7,3,0,0,3,1,0.11,0.14,0.25,0.11,0.25,Matches,d4535821
320,Andrea Masiello,it ITA,DF,Atalanta,31,1986,31,30,2707,30.1,4,0,4,4,0,0,5,0,0.13,0.00,0.13,0.13,0.13,Matches,e0314d87
321,Adam Masina,ma MAR,DFMF,Bologna,23,1994,34,33,2830,31.4,0,1,1,0,0,0,8,1,0.00,0.03,0.03,0.00,0.03,Matches,de0f152c
322,Ryder Matos,br BRA,MF,Udinese,24,1993,4,1,170,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7280b54f
323,Ryder Matos,br BRA,FWMF,Hellas Verona,24,1993,14,11,978,10.9,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,7280b54f
324,Alessandro Matri,it ITA,FW,Sassuolo,32,1984,23,7,914,10.2,3,0,3,2,1,3,1,0,0.30,0.00,0.30,0.20,0.20,Matches,58d97e77
325,Federico Mattiello,it ITA,MF,SPAL,22,1995,29,24,2204,24.5,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,fba81826
326,Blaise Matuidi,fr FRA,MF,Juventus,30,1987,32,27,2354,26.2,3,1,4,3,0,0,3,0,0.11,0.04,0.15,0.11,0.15,Matches,c0cddebe
327,José Mauri,it ITA,MF,Milan,21,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,644faf10
328,Maurício,br BRA,DF,Lazio,28,1988,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d5bd1abc
329,Luca Mazzitelli,it ITA,MF,Sassuolo,21,1995,20,10,1017,11.3,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,dc61b402
330,Ibrahima Mbaye,sn SEN,DF,Bologna,22,1994,25,18,1760,19.6,1,0,1,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches,cfbf9881
331,Iuri Medeiros,pt POR,FW,Genoa,23,1994,11,7,641,7.1,2,1,3,2,0,0,1,0,0.28,0.14,0.42,0.28,0.42,Matches,97e2aa67
332,Riccardo Meggiorini,it ITA,FW,Chievo,31,1985,15,10,786,8.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2ec0f902
333,Ledian Memushaj,al ALB,MF,Benevento,30,1986,17,15,1258,14.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,8011fcf6
334,Alex Meret,it ITA,GK,SPAL,20,1997,13,13,1158,12.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9413b19f
335,Dries Mertens,be BEL,FW,Napoli,30,1987,38,35,3002,33.4,18,7,25,14,4,5,4,0,0.54,0.21,0.75,0.42,0.63,Matches,89b2c8a9
336,Senna Miangue,be BEL,MFDF,Cagliari,20,1997,11,8,805,8.9,0,1,1,0,0,0,3,1,0.00,0.11,0.11,0.00,0.11,Matches,42591ed0
337,Francesco Migliore,it ITA,MF,Genoa,29,1988,6,4,329,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1a584cb2
338,Nikola Milenković,rs SRB,DF,Fiorentina,19,1997,16,14,1254,13.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,bee704fc
339,Arkadiusz Milik,pl POL,FW,Napoli,23,1994,15,3,448,5.0,5,1,6,5,0,0,2,0,1.00,0.20,1.21,1.00,1.21,Matches,85613cf0
340,Sergej Milinković-Savić,rs SRB,MF,Lazio,22,1995,35,33,2844,31.6,12,4,16,12,0,0,8,0,0.38,0.13,0.51,0.38,0.51,Matches,4e6dbac4
341,Vanja Milinković-Savić,rs SRB,GK,Torino,20,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9fa26bc2
342,Miranda,br BRA,DF,Inter,32,1984,31,31,2726,30.3,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,314f2124
343,Antonio Mirante,it ITA,GK,Bologna,34,1983,33,33,2970,33.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,30223b33
344,Simone Missiroli,it ITA,MF,Sassuolo,31,1986,35,33,2918,32.4,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches,331c0a43
345,Cristian Molinaro,it ITA,DF,Torino,34,1983,20,17,1564,17.4,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,1c8c5aed
346,Riccardo Montolivo,it ITA,MF,Milan,32,1985,18,12,1087,12.1,1,1,2,1,0,0,3,1,0.08,0.08,0.17,0.08,0.17,Matches,b746d309
347,Luca Mora,it ITA,MF,SPAL,29,1988,17,10,934,10.4,0,1,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,42fff925
348,Héctor Moreno,mx MEX,DF,Roma,29,1988,5,2,230,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5d311e8d
349,Emiliano Moretti,it ITA,DF,Torino,36,1981,22,19,1782,19.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,55667895
350,Alessandro Murgia,it ITA,MF,Lazio,20,1996,16,9,777,8.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,fb2c533b
351,Nicola Murru,it ITA,DF,Sampdoria,22,1994,20,16,1449,16.1,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,d183e9d6
352,Mateo Musacchio,ar ARG,DF,Milan,26,1990,15,12,1202,13.4,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,91899ca8
353,Yūto Nagatomo,jp JPN,DF,Inter,30,1986,11,9,790,8.8,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,4b6960d2
354,Ádám Nagy,hu HUN,MF,Bologna,22,1995,12,8,711,7.9,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,788b31e2
355,Radja Nainggolan,be BEL,MF,Roma,29,1988,31,31,2613,29.0,4,7,11,4,0,0,8,1,0.14,0.24,0.38,0.14,0.38,Matches,1f9328da
356,Andrea Nalini,it ITA,FWMF,Crotone,27,1990,23,19,1638,18.2,0,2,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,65c75ea8
357,Nani,pt POR,FW,Lazio,30,1986,18,2,387,4.3,3,1,4,3,0,0,2,0,0.70,0.23,0.93,0.70,0.93,Matches,15e9c7e6
358,M'Baye Niang,sn SEN,FWMF,Torino,22,1994,26,18,1532,17.0,4,2,6,4,0,0,5,0,0.23,0.12,0.35,0.23,0.35,Matches,2054d037
359,Nicolas Nkoulou,cm CMR,DF,Torino,27,1990,37,37,3258,36.2,2,0,2,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,93cf32a8
360,Bram Nuytinck,nl NED,DF,Udinese,27,1990,27,26,2362,26.2,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches,e33f36d5
361,Simeon Nwankwo,ng NGA,FW,Crotone,25,1992,23,11,1219,13.5,7,1,8,7,0,0,1,0,0.52,0.07,0.59,0.52,0.59,Matches,80dbbd10
362,Joel Obi,ng NGA,MF,Torino,26,1991,22,16,1247,13.9,5,1,6,5,0,0,3,0,0.36,0.07,0.43,0.36,0.43,Matches,614c38fb
363,Marios Oikonomou,gr GRE,DF,SPAL,24,1992,4,2,170,1.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,3b9858f5
364,Orji Okwonkwo,ng NGA,FW,Bologna,19,1998,10,1,265,2.9,3,0,3,3,0,0,2,0,1.02,0.00,1.02,1.02,1.02,Matches,905a4f61
365,Maximiliano Olivera,uy URU,DF,Fiorentina,25,1992,7,4,412,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,32a33c68
366,Stephane Omeonga,be BEL,MF,Genoa,21,1996,19,6,797,8.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,72c803a0
367,Riccardo Orsolini,it ITA,FWMF,Atalanta,20,1997,8,0,125,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e14ec482
368,Riccardo Orsolini,it ITA,FWMF,Bologna,20,1997,8,4,341,3.8,0,1,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches,e14ec482
369,Adam Ounas,dz ALG,FWMF,Napoli,20,1996,7,0,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ed90babd
370,Simone Padoin,it ITA,MFDF,Cagliari,33,1984,37,37,3103,34.5,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,5eb72339
371,Rodrigo Palacio,ar ARG,FWMF,Bologna,35,1982,28,23,2065,22.9,4,2,6,4,0,0,9,0,0.17,0.09,0.26,0.17,0.26,Matches,8d8178ac
372,Raffaele Palladino,it ITA,MFFW,Genoa,33,1984,4,2,231,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,961a4174
373,Emerson Palmieri,it ITA,DFMF,Roma,22,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0bc6fdc
374,Simone Palombi,it ITA,FW,Lazio,21,1996,1,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d0e6399c
375,Alberto Paloschi,it ITA,FW,SPAL,27,1990,36,25,2184,24.3,7,0,7,7,0,0,2,0,0.29,0.00,0.29,0.29,0.29,Matches,b5cae4e6
376,Goran Pandev,mk MKD,FW,Genoa,34,1983,32,22,1803,20.0,5,1,6,5,0,0,4,1,0.25,0.05,0.30,0.25,0.30,Matches,d711d04f
377,Vittorio Parigini,it ITA,MFFW,Benevento,21,1996,21,10,857,9.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,75efed2e
378,Marco Parolo,it ITA,MF,Lazio,32,1985,31,30,2612,29.0,4,3,7,4,0,0,4,1,0.14,0.10,0.24,0.14,0.24,Matches,ed5886d2
379,Patric,es ESP,DFMF,Lazio,24,1993,11,4,592,6.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,f7223718
380,Daniel Pavlović,ba BIH,DF,Sampdoria,29,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,47146acb
381,Daniel Pavlović,ba BIH,DFMF,Crotone,29,1988,10,8,758,8.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,47146acb
382,Leonardo Pavoletti,it ITA,FW,Cagliari,28,1988,33,31,2719,30.2,11,0,11,11,0,0,8,0,0.36,0.00,0.36,0.36,0.36,Matches,d37b0350
383,Giampaolo Pazzini,it ITA,FW,Hellas Verona,32,1984,19,7,992,11.0,4,0,4,0,4,4,1,0,0.36,0.00,0.36,0.00,0.00,Matches,6ca663b4
384,João Pedro,it ITA,MFFW,Cagliari,25,1992,22,19,1656,18.4,5,2,7,4,1,1,6,1,0.27,0.11,0.38,0.22,0.33,Matches,81255c03
385,Gianluca Pegolo,it ITA,GK,Sassuolo,36,1981,2,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f058ed1f
386,Pietro Pellegri,it ITA,FW,Genoa,16,2001,6,3,282,3.1,2,0,2,2,0,0,2,0,0.64,0.00,0.64,0.64,0.64,Matches,a44d3a3c
387,Lorenzo Pellegrini,it ITA,MF,Roma,21,1996,28,22,1797,20.0,3,2,5,3,0,0,2,1,0.15,0.10,0.25,0.15,0.25,Matches,4a5a45c7
388,Sergio Pellissier,it ITA,FW,Chievo,38,1979,19,2,560,6.2,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,878ee034
389,Federico Peluso,it ITA,DF,Sassuolo,33,1984,31,28,2594,28.8,1,1,2,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,Matches,4f2908e5
390,Pedro Pereira,pt POR,MF,Genoa,19,1998,6,4,381,4.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c77be0cf
391,Bruno Peres,br BRA,DF,Roma,27,1990,18,13,1155,12.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,852351df
392,Stipe Perica,hr CRO,FWMF,Udinese,22,1995,22,9,943,10.5,1,0,1,1,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches,269b4638
393,Mattia Perin,it ITA,GK,Genoa,24,1992,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4c62d0c8
394,Ivan Perišić,hr CRO,MF,Inter,28,1989,37,37,3313,36.8,11,7,18,11,0,0,4,0,0.30,0.19,0.49,0.30,0.49,Matches,6fe90922
395,Diego Perotti,ar ARG,FWMF,Roma,29,1988,25,17,1609,17.9,5,3,8,3,2,4,0,0,0.28,0.17,0.45,0.17,0.34,Matches,a40d5a0c
396,Andrea Petagna,it ITA,FW,Atalanta,22,1995,29,22,1618,18.0,4,5,9,4,0,0,6,0,0.22,0.28,0.50,0.22,0.50,Matches,03f946ed
397,Bruno Petković,hr CRO,FW,Hellas Verona,22,1994,16,10,922,10.2,0,2,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches,24228180
398,Bruno Petković,hr CRO,FW,Bologna,22,1994,9,3,329,3.7,0,1,1,0,0,0,3,0,0.00,0.27,0.27,0.00,0.27,Matches,24228180
399,Germán Pezzella,ar ARG,DF,Fiorentina,26,1991,34,34,2979,33.1,1,0,1,1,0,0,12,0,0.03,0.00,0.03,0.03,0.03,Matches,8c725b43
400,Giuseppe Pezzella,it ITA,MFDF,Udinese,19,1997,15,10,903,10.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,149c5f5d
401,Nicholas Pierini,it ITA,FWMF,Sassuolo,18,1998,3,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7cc89a5f
402,Andrea Pinamonti,it ITA,FW,Inter,18,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,08aa9cd1
403,Carlo Pinsoglio,it ITA,GK,Juventus,27,1990,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6a06749
404,Fabio Pisacane,it ITA,DF,Cagliari,31,1986,24,22,1927,21.4,0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches,56400c01
405,Miralem Pjanić,ba BIH,MF,Juventus,27,1990,31,28,2484,27.6,5,5,10,5,0,0,5,0,0.18,0.18,0.36,0.18,0.36,Matches,ad6df2d5
406,Andrea Poli,it ITA,MF,Bologna,27,1989,32,32,2543,28.3,2,0,2,2,0,0,10,1,0.07,0.00,0.07,0.07,0.07,Matches,b3fd7075
407,Matteo Politano,it ITA,FW,Sassuolo,23,1993,36,33,2812,31.2,10,4,14,10,0,2,1,0,0.32,0.13,0.45,0.32,0.45,Matches,5e861944
408,Simone Pontisso,it ITA,MF,Udinese,20,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8a2d3fdb
409,Dennis Praet,be BEL,MF,Sampdoria,23,1994,32,31,2657,29.5,1,3,4,1,0,0,4,0,0.03,0.10,0.14,0.03,0.14,Matches,86695068
410,Manuel Pucciarelli,it ITA,FW,Chievo,26,1991,22,17,1380,15.3,2,0,2,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,a1c7b425
411,Christian Puggioni,it ITA,GK,Sampdoria,36,1981,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b39dfab0
412,Christian Puggioni,it ITA,GK,Benevento,36,1981,14,14,1179,13.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,b39dfab0
413,Erick Pulgar,cl CHI,MF,Bologna,23,1994,32,31,2770,30.8,3,0,3,3,0,1,9,0,0.10,0.00,0.10,0.10,0.10,Matches,4611e028
414,George Pușcaș,ro ROU,FWMF,Benevento,21,1996,11,7,702,7.8,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,c23c8e0d
415,Fabio Quagliarella,it ITA,FW,Sampdoria,34,1983,35,33,2719,30.2,19,5,24,12,7,8,4,0,0.63,0.17,0.79,0.40,0.56,Matches,ee4f2f3b
416,Ivan Radovanović,rs SRB,MF,Chievo,28,1988,35,35,3140,34.9,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,Matches,023937a9
417,Ștefan Radu,ro ROU,DF,Lazio,30,1986,31,31,2588,28.8,0,1,1,0,0,0,10,1,0.00,0.03,0.03,0.00,0.03,Matches,53de807a
418,Rafael,br BRA,GK,Cagliari,35,1982,10,8,794,8.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dd06d56c
419,Rafinha,br BRA,MF,Inter,24,1993,17,12,1043,11.6,2,2,4,2,0,0,1,0,0.17,0.17,0.35,0.17,0.35,Matches,0c2ac3cb
420,Antonino Ragusa,it ITA,FWMF,Sassuolo,27,1990,30,7,825,9.2,0,1,1,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11,Matches,e967e202
421,Gastón Ramírez,uy URU,MF,Sampdoria,26,1990,37,28,2214,24.6,3,6,9,3,0,0,9,0,0.12,0.24,0.37,0.12,0.37,Matches,2c851997
422,Andrea Ranocchia,it ITA,DF,Inter,29,1988,11,7,627,7.0,2,0,2,2,0,0,4,0,0.29,0.00,0.29,0.29,0.29,Matches,539230cf
423,Vasco Regini,it ITA,DF,Sampdoria,26,1990,14,10,1077,12.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,339c6ed4
424,Pepe Reina,es ESP,GK,Napoli,34,1982,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e358587b
425,Federico Ricci,it ITA,MF,Genoa,23,1994,5,2,217,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,524eb8c5
426,Federico Ricci,it ITA,FW,Crotone,23,1994,15,10,921,10.2,1,1,2,1,0,0,4,0,0.10,0.10,0.20,0.10,0.20,Matches,524eb8c5
427,Luca Rigoni,it ITA,MF,Genoa,32,1984,23,19,1574,17.5,2,2,4,2,0,0,5,0,0.11,0.11,0.23,0.11,0.23,Matches,4dba2a97
428,Nicola Rigoni,it ITA,MF,Chievo,26,1990,15,12,933,10.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e327bd76
429,Tomás Rincón,ve VEN,MF,Torino,29,1988,36,35,2995,33.3,1,0,1,1,0,0,12,0,0.03,0.00,0.03,0.03,0.03,Matches,f1cfc209
430,Luca Rizzo,it ITA,MF,SPAL,25,1992,11,4,488,5.4,2,0,2,2,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,a3e4b724
431,Ricardo Rodríguez,ch SUI,DFMF,Milan,24,1992,34,34,3005,33.4,1,0,1,0,1,2,5,1,0.03,0.00,0.03,0.00,0.00,Matches,7f78ad23
432,Marko Rog,hr CRO,MF,Napoli,22,1995,28,0,289,3.2,1,0,1,1,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches,b6b2b820
433,Rogério,br BRA,MFDF,Sassuolo,19,1998,13,10,910,10.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,10e7f486
434,Marcus Rohdén,se SWE,MF,Crotone,26,1991,26,20,1632,18.1,2,0,2,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,b5b27493
435,Filippo Romagna,it ITA,DF,Cagliari,20,1997,23,21,1888,21.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,84594618
436,Alessio Romagnoli,it ITA,DF,Milan,22,1995,28,27,2353,26.1,2,0,2,2,0,0,9,1,0.08,0.00,0.08,0.08,0.08,Matches,3ead85f9
437,Simone Romagnoli,it ITA,DF,Bologna,27,1990,8,6,557,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,09899de8
438,Aristóteles Romero,ve VEN,MF,Crotone,21,1995,6,0,86,1.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9f069180
439,Rômulo,it ITA,MFDF,Hellas Verona,30,1987,37,36,3168,35.2,3,5,8,1,2,2,7,0,0.09,0.14,0.23,0.03,0.17,Matches,07abb358
440,Marten de Roon,nl NED,MF,Atalanta,26,1991,34,29,2571,28.6,3,3,6,2,1,2,10,1,0.11,0.11,0.21,0.07,0.18,Matches,2a1beb34
441,Aleandro Rosi,it ITA,MF,Genoa,30,1987,24,22,1700,18.9,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,1b729ba2
442,Luca Rossettini,it ITA,DF,Genoa,32,1985,23,22,2027,22.5,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,47a500ae
443,Francesco Rossi,it ITA,GK,Atalanta,26,1991,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b5f516f
444,Giuseppe Rossi,it ITA,FW,Genoa,30,1987,9,1,260,2.9,1,0,1,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,Matches,fe48a073
445,Daniele Rugani,it ITA,DF,Juventus,23,1994,22,22,1935,21.5,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,Matches,14b8fcdf
446,Mário Rui,pt POR,DF,Napoli,26,1991,25,24,2087,23.2,2,2,4,2,0,0,10,1,0.09,0.09,0.17,0.09,0.17,Matches,0b5a292a
447,Umar Sadiq,ng NGA,FW,Torino,20,1997,3,3,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,686cbe7d
448,Bacary Sagna,fr FRA,DF,Benevento,34,1983,13,10,957,10.6,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,6ef56efd
449,Jacopo Sala,it ITA,DF,Sampdoria,25,1991,13,12,992,11.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,da5a981b
450,Bartosz Salamon,pl POL,DF,SPAL,26,1991,22,20,1725,19.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,9b30df1e
451,Eddie Salcedo,it ITA,FW,Genoa,15,2001,2,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0489bb30
452,Mario Sampirisi,it ITA,DF,Crotone,24,1992,31,24,2194,24.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,cda2ec29
453,Carlos Sánchez,co COL,MF,Fiorentina,31,1986,9,3,368,4.1,1,0,1,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches,50b51fac
454,Sandro,br BRA,MF,Benevento,28,1989,14,13,1153,12.8,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,c1c2c925
455,Alex Sandro,br BRA,DF,Juventus,26,1991,26,23,2117,23.5,4,3,7,4,0,0,8,0,0.17,0.13,0.30,0.17,0.30,Matches,0d82903c
456,Siriki Sanogo,ci CIV,FW,Benevento,15,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ff120e44
457,Davide Santon,it ITA,DFMF,Inter,26,1991,15,9,836,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,88c89891
458,Samir Santos,br BRA,DF,Udinese,22,1994,31,30,2569,28.5,2,0,2,2,0,0,7,1,0.07,0.00,0.07,0.07,0.07,Matches,92b4758e
459,Antonio Santurro,do DOM,GK,Bologna,25,1992,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,61228681
460,Riccardo Saponara,it ITA,MFFW,Fiorentina,25,1991,18,10,900,10.0,0,4,4,0,0,0,3,0,0.00,0.40,0.40,0.00,0.40,Matches,3bb7af3b
461,Marco Sau,it ITA,FW,Cagliari,29,1987,29,16,1311,14.6,2,0,2,2,0,1,2,0,0.14,0.00,0.14,0.14,0.14,Matches,1ad1f50d
462,Gianluca Scamacca,it ITA,FW,Sassuolo,18,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8790f988
463,Pasquale Schiattarella,it ITA,MF,SPAL,30,1987,31,22,1990,22.1,1,3,4,1,0,0,12,0,0.05,0.14,0.18,0.05,0.18,Matches,bd84fc61
464,Eros Schiavon,it ITA,MFDF,SPAL,34,1983,12,3,390,4.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,c4f97172
465,Patrik Schick,cz CZE,FWMF,Roma,21,1996,22,10,992,11.0,2,0,2,2,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches,5d4f7d61
466,Simone Scuffet,it ITA,GK,Udinese,21,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41bd99ea
467,Stefano Sensi,it ITA,MF,Sassuolo,21,1995,17,10,1041,11.6,2,0,2,2,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches,b70bde8f
468,Luigi Sepe,it ITA,GK,Napoli,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,343f753a
469,Lee Seung-woo,kr KOR,FW,Hellas Verona,19,1998,14,1,358,4.0,1,0,1,1,0,0,4,0,0.25,0.00,0.25,0.25,0.25,Matches,0f22b650
470,Stephan El Shaarawy,it ITA,FWMF,Roma,24,1992,33,25,2155,23.9,7,5,12,7,0,0,1,0,0.29,0.21,0.50,0.29,0.50,Matches,d3aaad90
471,André Silva,pt POR,FW,Milan,21,1995,24,7,940,10.4,2,1,3,2,0,0,0,0,0.19,0.10,0.29,0.19,0.29,Matches,3effaa34
472,Jonathan Silva,ar ARG,DF,Roma,23,1994,2,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f2308b33
473,Matías Silvestre,ar ARG,DF,Sampdoria,32,1984,34,34,3060,34.0,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,b6ca47a2
474,Marco Silvestri,it ITA,GK,Hellas Verona,26,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d422df7
475,Giovanni Simeone,ar ARG,FW,Fiorentina,22,1995,38,36,2998,33.3,14,4,18,14,0,0,3,0,0.42,0.12,0.54,0.42,0.54,Matches,343c0d52
